100089,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.7130144517055332,124416
100088,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.018278772309286907,159.3
100087,0xa71e54202d9bca276119d283f51bda5051c0abb4,0.1976956706567665,86.4
100086,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00021909277695668583,153.84
100085,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0,154.26
100084,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.974,154.8
100083,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.07521728256171151,154.44
100082,0x427fb105d12a7879f784079b2612f881318839a8,0.07171429811609932,0.18
100081,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00007529819714720959,156.36
100080,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00022462436793318772,156.36
100079,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,158.7
100078,0x427fb105d12a7879f784079b2612f881318839a8,0.0023664938770407346,3.6
100077,0x427fb105d12a7879f784079b2612f881318839a8,0.0023664938770407346,3.6
100076,0x427fb105d12a7879f784079b2612f881318839a8,0.04732987754081469,0.06
100075,0x427fb105d12a7879f784079b2612f881318839a8,0,0.12
100074,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100073,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100072,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100071,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100070,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100069,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100068,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00338,2.58
100067,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100066,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100065,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
